txn_id,amount,hour,velocity,is_new_device,is_vpn,sim_swap,num_meters,fail_logins,distance,account_age,disco,state,channel,is_fraud
TXN0011615,20394,9,1,0,0,0,2,1,6.2,1974,IKEDC,Imo,mobile_app,0
TXN0011616,18699,9,1,0,0,0,1,0,9.6,705,EKEDC,Edo,web,0
TXN0011617,11617,20,1,0,0,0,2,1,10.4,1242,IKEDC,Oyo,pos,0
TXN0011618,13997,14,3,0,0,0,1,0,7.5,1089,EEDC,Oyo,mobile_app,0
TXN0011619,18827,19,1,0,0,0,2,1,10.4,304,PHEDC,Borno,mobile_app,0
TXN0011620,17592,11,3,1,0,0,2,0,14.2,1197,KEDCO,Kaduna,web,0
TXN0011621,298011,23,13,1,1,0,7,6,469.9,11,KEDCO,Oyo,pos,1
TXN0011622,23012,21,3,0,0,0,1,0,11.5,1592,KEDCO,Edo,web,0
TXN0011623,4731,15,2,0,0,0,1,1,5.8,1251,KAEDCO,Lagos,mobile_app,0
TXN0011624,17041,12,2,1,0,0,1,1,6.7,836,AEDC,Enugu,mobile_app,0
TXN0011625,299942,3,10,0,1,0,12,6,239.7,50,BEDC,Lagos,mobile_app,1
TXN0011626,18058,10,2,0,1,0,1,0,2.5,645,EEDC,Kano,web,0
TXN0011627,4252,21,2,0,0,0,2,1,7.8,969,AEDC,Rivers,web,0
TXN0011628,9538,8,3,0,0,0,1,1,2.9,556,EEDC,Edo,web,0
TXN0011629,6350,17,1,0,0,0,1,0,9.5,713,JEDC,Abuja,mobile_app,0
TXN0011630,21628,21,2,0,0,0,1,1,10.7,1619,KAEDCO,Borno,pos,0
TXN0011631,20662,16,3,0,0,0,2,0,8.7,1512,BEDC,Rivers,web,0
TXN0011632,20878,18,3,0,0,0,2,1,9.6,179,BEDC,Oyo,ussd,0
TXN0011633,286884,3,13,0,1,1,12,7,84.6,53,KEDCO,Enugu,ussd,1
TXN0011634,14898,9,2,1,0,0,1,0,14.5,1662,PHEDC,Kano,agent,0
TXN0011635,18659,14,1,0,0,0,2,1,1.0,1876,IKEDC,Delta,web,0
TXN0011636,281280,3,19,1,0,0,5,8,252.0,16,IBEDC,Oyo,web,1
TXN0011637,6399,15,1,0,0,0,1,0,5.9,976,AEDC,Borno,mobile_app,0
TXN0011638,22097,10,3,0,0,0,2,1,3.2,1487,YEDC,Delta,agent,0
TXN0011639,15279,16,1,0,0,0,1,0,9.1,1329,KAEDCO,Kaduna,web,0
TXN0011640,24265,21,3,1,0,0,2,0,12.4,561,YEDC,Delta,mobile_app,0
TXN0011641,12653,11,1,0,0,0,1,0,6.0,376,KEDCO,Imo,ussd,0
TXN0011642,24511,17,2,1,0,0,2,0,7.0,215,IBEDC,Rivers,ussd,0
TXN0011643,208443,0,19,1,1,1,5,7,265.5,18,IBEDC,Edo,mobile_app,1
TXN0011644,14523,9,2,0,0,0,1,0,12.5,1063,KEDCO,Abuja,mobile_app,0
TXN0011645,12740,20,1,0,0,0,2,0,3.9,858,BEDC,Edo,mobile_app,0
TXN0011646,103859,3,8,1,1,0,4,7,58.1,36,PHEDC,Edo,web,1
TXN0011647,8446,18,3,0,0,0,2,0,1.4,842,KAEDCO,Rivers,web,0
TXN0011648,6208,10,3,0,0,0,1,0,13.1,336,BEDC,Edo,agent,0
TXN0011649,20950,21,3,0,0,0,2,0,1.2,573,IBEDC,Imo,mobile_app,0
TXN0011650,83853,3,17,1,1,0,5,4,399.3,21,EEDC,Oyo,pos,1
TXN0011651,13777,12,3,1,0,0,1,0,14.1,1934,BEDC,Lagos,web,0
TXN0011652,14101,18,2,0,0,0,1,1,5.5,1569,IKEDC,Delta,web,0
TXN0011653,15859,12,1,1,0,0,2,0,3.4,975,IKEDC,Rivers,web,0
TXN0011654,23222,9,2,0,0,0,1,0,5.9,1905,KAEDCO,Edo,ussd,0
TXN0011655,24795,11,3,0,0,0,1,1,8.4,460,BEDC,Oyo,mobile_app,0
TXN0011656,6745,15,2,0,0,0,2,0,7.3,397,PHEDC,Delta,web,0
TXN0011657,9495,20,1,1,0,0,1,0,1.0,456,YEDC,Edo,web,0
TXN0011658,1869,8,1,0,1,0,2,1,12.0,214,YEDC,Kaduna,web,0
TXN0011659,23778,18,1,0,0,0,2,0,1.1,478,IKEDC,Kano,ussd,0
TXN0011660,13937,13,1,0,1,0,1,0,8.3,406,AEDC,Enugu,mobile_app,0
TXN0011661,2616,16,2,1,0,0,1,0,2.6,353,KAEDCO,Delta,ussd,0
TXN0011662,14935,9,3,0,0,0,2,1,11.5,1726,IBEDC,Kaduna,web,0
TXN0011663,22516,14,2,0,0,0,2,1,7.6,1898,PHEDC,Kaduna,mobile_app,0
TXN0011664,14859,16,2,0,0,0,2,0,0.7,733,JEDC,Abuja,pos,0
TXN0011665,7267,9,3,0,0,0,1,0,14.9,1555,JEDC,Delta,agent,0
TXN0011666,14443,11,1,0,0,0,1,1,2.9,505,IKEDC,Rivers,agent,0
TXN0011667,20357,12,2,0,0,0,2,1,10.2,192,EEDC,Imo,web,0
TXN0011668,94166,22,22,0,1,0,5,6,329.3,33,KEDCO,Kaduna,pos,1
TXN0011669,12027,10,1,0,0,0,1,0,11.3,1683,EKEDC,Lagos,ussd,0
TXN0011670,122464,1,19,1,1,1,7,5,363.1,34,BEDC,Kaduna,mobile_app,1
TXN0011671,20593,20,2,0,1,0,1,0,11.2,392,EEDC,Imo,mobile_app,0
TXN0011672,22896,7,3,0,0,0,2,0,13.1,394,KEDCO,Edo,ussd,0
TXN0011673,7007,17,2,0,0,0,1,1,5.4,669,BEDC,Kano,pos,0
TXN0011674,1952,8,1,0,0,0,2,0,6.4,1482,JEDC,Oyo,mobile_app,0
TXN0011675,21568,8,1,0,0,0,1,0,13.2,1473,JEDC,Lagos,mobile_app,0
TXN0011676,20873,9,1,0,0,0,2,0,14.4,644,AEDC,Enugu,web,0
TXN0011677,3240,18,2,0,0,0,2,1,1.9,998,AEDC,Kaduna,mobile_app,0
TXN0011678,228315,23,8,0,1,0,12,5,53.8,7,YEDC,Lagos,mobile_app,1
TXN0011679,24625,7,3,0,0,0,2,0,0.3,264,EKEDC,Edo,ussd,0
TXN0011680,7523,16,3,0,1,0,2,1,2.5,1776,EEDC,Delta,web,0
TXN0011681,4278,21,2,1,1,0,2,1,14.8,381,PHEDC,Edo,ussd,0
TXN0011682,19748,9,2,0,1,0,1,1,9.6,666,JEDC,Kaduna,web,0
TXN0011683,12015,18,1,0,0,0,1,1,1.6,1376,KAEDCO,Rivers,pos,0
TXN0011684,17086,14,2,0,0,0,1,0,12.1,515,PHEDC,Rivers,ussd,0
TXN0011685,5630,18,3,0,0,0,2,1,1.1,1139,JEDC,Kaduna,ussd,0
TXN0011686,9958,17,3,0,0,0,1,1,9.5,678,YEDC,Edo,web,0
TXN0011687,17976,9,1,0,0,0,2,0,4.3,663,BEDC,Delta,web,0
TXN0011688,7552,18,3,0,1,0,1,0,9.3,1574,JEDC,Edo,agent,0
TXN0011689,131554,0,23,1,1,1,3,4,69.2,43,KAEDCO,Rivers,ussd,1
TXN0011690,9947,12,3,1,0,0,2,1,1.7,1348,EEDC,Abuja,pos,0
TXN0011691,11561,11,1,0,1,0,2,1,5.4,1214,JEDC,Edo,mobile_app,0
TXN0011692,3187,11,2,0,0,0,2,1,12.7,315,KEDCO,Edo,ussd,0
TXN0011693,6444,14,3,0,0,0,2,0,0.7,1835,AEDC,Abuja,mobile_app,0
TXN0011694,14943,8,3,0,0,0,1,1,8.6,1211,KAEDCO,Borno,mobile_app,0
TXN0011695,61042,23,18,1,1,1,12,7,390.6,34,EKEDC,Enugu,agent,1
TXN0011696,2132,8,3,0,0,0,2,1,4.4,1975,IKEDC,Abuja,mobile_app,0
TXN0011697,23289,10,3,0,0,0,1,0,5.5,1199,EKEDC,Kano,mobile_app,0
TXN0011698,183460,23,13,1,1,1,3,4,146.8,40,JEDC,Kaduna,agent,1
TXN0011699,9911,12,3,0,0,0,2,0,10.9,1691,KAEDCO,Borno,agent,0
TXN0011700,19651,14,1,1,0,0,2,0,11.6,1298,KEDCO,Edo,pos,0
TXN0011701,19572,17,2,0,0,0,2,0,7.3,999,JEDC,Edo,web,0
TXN0011702,5741,7,2,1,0,0,2,0,11.8,1581,EKEDC,Imo,agent,0
TXN0011703,23609,14,2,0,0,0,1,1,1.5,1473,IKEDC,Kano,web,0
TXN0011704,10073,12,3,1,0,0,1,0,13.9,1050,BEDC,Rivers,web,0
TXN0011705,66639,22,24,1,1,1,3,7,344.4,42,JEDC,Edo,mobile_app,1
TXN0011706,23222,10,3,0,1,0,1,0,12.0,1185,KEDCO,Borno,agent,0
TXN0011707,10434,9,3,0,0,0,2,1,11.6,1627,YEDC,Delta,ussd,0
TXN0011708,24160,19,3,1,0,0,2,1,10.5,1619,KEDCO,Rivers,agent,0
TXN0011709,2881,7,2,1,0,0,1,0,2.3,1056,KAEDCO,Lagos,ussd,0
TXN0011710,1280,15,1,0,0,0,1,0,9.2,1333,PHEDC,Kano,ussd,0
TXN0011711,7175,18,1,0,0,0,2,1,8.4,939,EEDC,Abuja,pos,0
TXN0011712,868,10,3,0,0,0,1,0,3.7,318,AEDC,Lagos,mobile_app,0
TXN0011713,20766,7,2,1,0,0,2,0,11.7,1860,JEDC,Borno,ussd,0
TXN0011714,24807,7,3,0,0,0,1,1,4.5,1519,IBEDC,Oyo,web,0
TXN0011715,24535,8,3,0,0,0,1,1,5.6,1197,BEDC,Kaduna,mobile_app,0
TXN0011716,10676,15,3,0,0,0,2,0,5.4,841,YEDC,Enugu,pos,0
TXN0011717,11760,20,1,1,0,0,1,1,11.4,485,KEDCO,Kaduna,web,0
TXN0011718,24912,10,2,0,0,0,2,1,14.1,1116,AEDC,Edo,web,0
TXN0011719,7921,14,1,0,0,0,1,1,2.1,1851,KAEDCO,Oyo,ussd,0
TXN0011720,19586,15,1,0,0,0,2,1,14.9,1875,EEDC,Imo,mobile_app,0
TXN0011721,100467,3,19,0,0,1,7,8,56.8,37,JEDC,Imo,ussd,1
TXN0011722,1552,7,1,0,0,0,2,0,3.5,563,IKEDC,Rivers,ussd,0
TXN0011723,2262,14,3,0,0,0,1,0,6.4,1293,EKEDC,Delta,ussd,0
TXN0011724,4874,13,2,0,1,0,1,0,13.7,1206,IBEDC,Imo,web,0
TXN0011725,5976,17,3,0,0,0,1,0,7.2,883,EEDC,Edo,ussd,0
TXN0011726,6819,16,3,0,1,0,2,1,7.0,747,KAEDCO,Oyo,ussd,0
TXN0011727,13782,18,3,0,0,0,1,0,8.7,1715,YEDC,Borno,ussd,0
TXN0011728,13272,15,3,0,0,0,1,1,0.4,1430,AEDC,Borno,pos,0
TXN0011729,10794,20,2,0,0,0,1,0,2.5,1329,EKEDC,Lagos,mobile_app,0
TXN0011730,9151,16,1,1,0,0,2,0,3.8,1011,IKEDC,Kaduna,mobile_app,0
TXN0011731,62862,0,9,1,1,1,9,7,59.4,6,YEDC,Borno,agent,1
TXN0011732,20633,10,1,1,0,0,2,1,0.1,1233,KEDCO,Imo,ussd,0
TXN0011733,4884,18,3,0,0,0,1,0,2.8,1177,YEDC,Oyo,mobile_app,0
TXN0011734,21259,9,2,0,0,0,1,1,6.3,925,IBEDC,Lagos,pos,0
TXN0011735,13395,17,1,0,0,0,2,0,1.9,291,PHEDC,Lagos,web,0
TXN0011736,10526,10,1,1,0,0,1,0,2.1,356,AEDC,Lagos,web,0
TXN0011737,116455,0,13,1,1,1,6,5,177.3,40,YEDC,Delta,ussd,1
TXN0011738,4294,19,1,1,0,0,1,0,7.4,1222,JEDC,Edo,web,0
TXN0011739,23676,13,3,1,1,0,2,1,9.2,1161,JEDC,Lagos,agent,0
TXN0011740,24916,12,2,0,0,0,2,1,12.2,1021,YEDC,Oyo,ussd,0
TXN0011741,6763,14,3,0,0,0,2,0,1.6,1479,EKEDC,Kaduna,pos,0
TXN0011742,20752,8,1,0,1,0,2,0,8.3,1631,KEDCO,Lagos,web,0
TXN0011743,655,14,2,0,0,0,2,1,14.1,803,JEDC,Kaduna,agent,0
TXN0011744,6098,17,3,0,0,0,1,1,8.6,1326,YEDC,Rivers,web,0
TXN0011745,4229,13,3,0,1,0,1,0,5.4,1690,KEDCO,Abuja,agent,0
TXN0011746,24100,20,1,0,0,0,1,1,7.4,1481,BEDC,Kano,web,0
TXN0011747,605,8,3,0,0,0,1,1,4.2,1193,KAEDCO,Borno,mobile_app,0
TXN0011748,644,19,2,0,0,0,2,0,3.9,1891,PHEDC,Oyo,web,0
TXN0011749,8709,20,3,0,0,0,2,1,2.0,921,PHEDC,Oyo,mobile_app,0
TXN0011750,24942,19,2,0,1,0,1,0,4.1,1481,BEDC,Borno,mobile_app,0
TXN0011751,14904,13,3,0,1,0,2,0,1.4,502,BEDC,Kaduna,pos,0
TXN0011752,20817,12,3,0,0,0,2,1,4.1,382,PHEDC,Lagos,pos,0
TXN0011753,3756,14,3,0,0,0,2,0,7.0,661,BEDC,Enugu,ussd,0
TXN0011754,16099,13,2,0,0,0,2,0,5.0,1670,EEDC,Borno,web,0
TXN0011755,4977,10,3,1,0,0,1,1,4.3,995,JEDC,Abuja,mobile_app,0
TXN0011756,18877,18,3,1,0,0,2,1,1.6,684,KAEDCO,Imo,pos,0
TXN0011757,8903,18,2,0,1,0,1,0,1.8,1409,PHEDC,Kaduna,web,0
TXN0011758,3678,9,3,0,1,0,2,1,5.6,247,KAEDCO,Abuja,web,0
TXN0011759,15586,10,1,1,0,0,1,0,5.3,528,PHEDC,Abuja,mobile_app,0
TXN0011760,10684,19,2,1,0,0,2,1,11.3,1411,EKEDC,Rivers,mobile_app,0
TXN0011761,12606,18,2,0,0,0,1,1,3.9,627,EKEDC,Oyo,web,0
TXN0011762,4665,15,1,0,0,0,2,0,5.0,1997,KEDCO,Abuja,web,0
TXN0011763,12010,19,3,0,0,0,2,0,2.3,1673,EKEDC,Imo,ussd,0
TXN0011764,16683,12,3,1,0,0,1,1,2.0,1640,YEDC,Lagos,pos,0
TXN0011765,2918,20,3,1,0,0,2,0,5.3,1525,IBEDC,Kaduna,mobile_app,0
TXN0011766,20714,18,1,0,0,0,1,1,11.9,879,BEDC,Rivers,web,0
TXN0011767,10380,13,1,0,0,0,1,0,14.0,1896,IBEDC,Abuja,pos,0
TXN0011768,2559,13,2,0,0,0,2,0,14.4,1851,IBEDC,Lagos,mobile_app,0
TXN0011769,8932,11,3,0,1,0,1,0,9.6,231,IBEDC,Abuja,web,0
TXN0011770,1370,12,1,1,0,0,2,0,8.4,1845,KEDCO,Borno,web,0
TXN0011771,8903,7,3,0,0,0,2,0,3.2,437,BEDC,Lagos,pos,0
TXN0011772,5094,8,2,0,0,0,1,1,7.5,680,KAEDCO,Imo,mobile_app,0
TXN0011773,4286,7,2,1,0,0,1,1,6.1,941,JEDC,Enugu,agent,0
TXN0011774,20336,17,1,1,0,0,1,1,5.2,769,KAEDCO,Rivers,mobile_app,0
TXN0011775,4806,18,3,0,0,0,2,1,10.8,1460,KAEDCO,Rivers,agent,0
TXN0011776,1836,12,1,0,0,0,1,0,12.1,203,KEDCO,Enugu,ussd,0
TXN0011777,12567,19,2,1,0,0,1,1,7.5,785,YEDC,Borno,web,0
TXN0011778,22337,21,3,0,0,0,2,0,13.7,427,IKEDC,Delta,ussd,0
TXN0011779,20810,14,3,0,0,0,1,0,5.5,427,KAEDCO,Imo,ussd,0
TXN0011780,210110,5,22,0,0,0,10,5,235.0,33,KEDCO,Kano,pos,1
TXN0011781,11132,18,3,1,0,0,1,1,3.3,358,EKEDC,Edo,agent,0
TXN0011782,14193,21,1,1,0,0,1,1,0.8,189,AEDC,Delta,ussd,0
TXN0011783,10745,9,2,0,0,0,1,1,2.1,1266,KAEDCO,Borno,mobile_app,0
TXN0011784,5704,8,3,0,0,0,2,0,0.0,1325,KEDCO,Borno,web,0
TXN0011785,7967,21,1,0,0,0,2,0,13.3,849,EKEDC,Rivers,web,0
TXN0011786,7477,17,3,0,0,0,1,1,7.9,1660,KAEDCO,Enugu,ussd,0
TXN0011787,4436,19,1,0,0,0,1,1,7.5,1139,IKEDC,Lagos,web,0
TXN0011788,6986,16,1,0,0,0,1,0,3.4,374,IBEDC,Enugu,web,0
TXN0011789,590,18,1,0,0,0,2,1,11.3,989,AEDC,Kaduna,mobile_app,0
TXN0011790,12992,20,3,0,0,0,2,0,4.3,1343,JEDC,Rivers,ussd,0
TXN0011791,9268,20,1,0,0,0,1,1,9.2,826,KAEDCO,Abuja,web,0
TXN0011792,109165,22,11,1,0,0,4,8,308.1,16,IKEDC,Kaduna,web,1
TXN0011793,89072,0,18,0,1,1,6,7,124.9,32,YEDC,Oyo,web,1
TXN0011794,9037,13,2,1,1,0,1,1,0.5,356,PHEDC,Delta,web,0
TXN0011795,8172,17,1,0,0,0,1,1,13.3,1314,KAEDCO,Enugu,mobile_app,0
TXN0011796,11877,19,3,0,0,0,2,0,0.3,1830,EEDC,Lagos,mobile_app,0
TXN0011797,216213,22,14,0,0,0,11,8,318.3,9,EKEDC,Edo,ussd,1
TXN0011798,12989,13,2,0,1,0,1,0,3.0,1839,JEDC,Delta,pos,0
TXN0011799,6933,8,3,0,0,0,2,1,3.5,937,AEDC,Kano,web,0
TXN0011800,17391,10,2,0,0,0,2,1,6.6,694,KAEDCO,Imo,web,0
TXN0011801,200393,2,10,1,1,0,10,5,296.2,38,JEDC,Lagos,pos,1
TXN0011802,5533,20,1,0,0,0,1,0,7.4,303,AEDC,Imo,agent,0
TXN0011803,3083,19,3,1,0,0,1,0,4.6,1957,EKEDC,Kano,ussd,0
TXN0011804,15474,14,2,0,0,0,1,1,2.3,854,IKEDC,Rivers,mobile_app,0
TXN0011805,17141,11,3,1,0,0,2,1,1.5,197,KEDCO,Rivers,web,0
TXN0011806,23468,19,1,0,0,0,1,1,1.8,1925,BEDC,Enugu,ussd,0
TXN0011807,6492,10,3,0,0,0,2,0,7.6,1108,IBEDC,Rivers,web,0
TXN0011808,13831,18,2,0,0,0,1,1,0.8,1734,BEDC,Imo,web,0
TXN0011809,11289,19,2,0,0,0,1,1,0.3,1492,PHEDC,Lagos,agent,0
TXN0011810,13068,18,1,1,0,0,2,0,14.4,1278,IKEDC,Rivers,ussd,0
TXN0011811,3745,13,2,0,0,0,1,1,9.9,361,KAEDCO,Kano,ussd,0
TXN0011812,82013,4,12,0,0,1,11,3,498.8,5,AEDC,Oyo,web,1
TXN0011813,13019,12,3,0,0,0,1,1,14.7,625,BEDC,Oyo,web,0
TXN0011814,3601,16,2,1,0,0,2,1,3.9,927,PHEDC,Edo,web,0
TXN0011815,10193,12,1,0,0,0,1,1,5.8,1851,KEDCO,Delta,mobile_app,0
TXN0011816,8178,13,3,0,0,0,2,1,0.7,1513,EEDC,Enugu,mobile_app,0
TXN0011817,20608,20,2,0,0,0,1,0,0.3,1397,IBEDC,Abuja,ussd,0
TXN0011818,22893,11,3,0,0,0,2,1,13.4,771,PHEDC,Kano,mobile_app,0
TXN0011819,20813,7,1,0,0,0,1,0,5.2,407,IBEDC,Kano,agent,0
TXN0011820,3376,15,1,0,0,0,2,0,7.9,221,PHEDC,Kano,web,0
TXN0011821,17125,21,2,1,0,0,2,0,8.0,461,EEDC,Abuja,agent,0
TXN0011822,62142,0,15,1,0,1,7,6,119.8,53,KEDCO,Imo,mobile_app,1
TXN0011823,16137,10,2,0,0,0,1,0,8.4,991,EEDC,Oyo,ussd,0
TXN0011824,262997,5,11,0,1,1,6,4,96.4,60,AEDC,Lagos,mobile_app,1
TXN0011825,11509,16,3,1,0,0,2,0,4.3,1602,PHEDC,Kaduna,mobile_app,0
TXN0011826,19716,18,1,0,0,0,1,0,1.1,530,EEDC,Edo,web,0
TXN0011827,15391,15,1,0,0,0,1,0,9.9,1397,EKEDC,Oyo,ussd,0
TXN0011828,787,9,1,0,1,0,2,1,1.7,322,YEDC,Oyo,mobile_app,0
TXN0011829,14615,12,1,0,0,0,1,0,1.8,370,AEDC,Kano,mobile_app,0
TXN0011830,19373,21,3,0,0,0,2,0,1.4,1890,KAEDCO,Abuja,mobile_app,0
TXN0011831,14291,10,1,0,0,0,2,1,8.2,817,AEDC,Edo,web,0
TXN0011832,9947,9,3,1,0,0,2,0,3.4,550,KAEDCO,Oyo,web,0
TXN0011833,19055,8,2,0,1,0,1,0,5.7,597,PHEDC,Kaduna,web,0
TXN0011834,8217,21,2,0,0,0,1,1,4.9,1012,EEDC,Oyo,web,0
TXN0011835,10703,17,3,0,0,0,2,1,3.2,708,KEDCO,Borno,pos,0
TXN0011836,236698,5,21,1,1,1,4,4,467.7,7,KEDCO,Delta,ussd,1
TXN0011837,18867,13,1,0,0,0,1,0,8.3,251,EEDC,Imo,mobile_app,0
TXN0011838,22774,19,3,0,0,0,2,1,5.2,563,AEDC,Imo,web,0
TXN0011839,13304,20,3,1,0,0,1,0,11.0,554,AEDC,Oyo,web,0
TXN0011840,19213,19,3,0,0,0,1,0,14.5,1156,PHEDC,Lagos,web,0
TXN0011841,4569,9,1,0,0,0,2,0,3.6,766,JEDC,Lagos,ussd,0
TXN0011842,21689,15,1,1,0,0,1,1,6.9,596,KAEDCO,Enugu,pos,0
TXN0011843,13917,12,2,0,0,0,1,1,1.5,686,KEDCO,Kano,agent,0
TXN0011844,17033,7,3,0,0,0,1,1,10.3,772,KEDCO,Rivers,pos,0
TXN0011845,5072,9,1,0,0,0,2,1,14.6,1174,KAEDCO,Abuja,web,0
TXN0011846,9384,7,2,1,0,0,2,1,12.6,1176,EKEDC,Kano,web,0
TXN0011847,265090,0,9,1,1,0,9,6,174.4,3,IBEDC,Oyo,ussd,1
TXN0011848,17731,17,2,0,0,0,1,0,4.2,1945,BEDC,Delta,agent,0
TXN0011849,17153,17,1,0,0,0,2,0,10.6,1354,KAEDCO,Delta,mobile_app,0
TXN0011850,19286,21,2,0,0,0,2,0,5.8,1290,AEDC,Rivers,mobile_app,0
TXN0011851,15609,21,2,1,0,0,1,0,9.0,1715,AEDC,Imo,mobile_app,0
TXN0011852,3233,7,2,1,0,0,1,1,8.6,1370,EKEDC,Lagos,ussd,0
TXN0011853,4850,13,2,0,0,0,1,0,11.5,1278,KAEDCO,Kaduna,mobile_app,0
TXN0011854,22493,18,2,0,0,0,1,1,8.8,244,IKEDC,Edo,mobile_app,0
TXN0011855,12027,7,3,0,0,0,2,0,2.7,698,IBEDC,Kano,mobile_app,0
TXN0011856,19803,7,3,0,0,0,2,0,5.7,1742,EEDC,Imo,mobile_app,0
TXN0011857,3717,15,2,1,0,0,1,1,0.4,755,JEDC,Lagos,ussd,0
TXN0011858,9257,11,2,1,0,0,2,0,14.1,392,BEDC,Kaduna,mobile_app,0
TXN0011859,9964,20,3,0,0,0,2,1,5.3,1610,IKEDC,Lagos,web,0
TXN0011860,6871,19,2,0,0,0,2,1,13.2,1081,YEDC,Enugu,mobile_app,0
TXN0011861,4384,14,3,0,0,0,2,0,11.4,492,YEDC,Rivers,ussd,0
TXN0011862,1349,14,2,0,1,0,1,1,4.9,1563,BEDC,Lagos,agent,0
TXN0011863,14257,8,1,0,0,0,1,1,2.6,520,YEDC,Abuja,mobile_app,0
TXN0011864,10840,16,3,0,0,0,1,0,9.1,882,KEDCO,Oyo,mobile_app,0
TXN0011865,24086,7,3,1,0,0,1,1,9.9,526,JEDC,Borno,agent,0
TXN0011866,23700,12,3,1,0,0,2,1,12.4,1422,EKEDC,Lagos,web,0
TXN0011867,21938,11,2,1,0,0,1,1,10.2,109,KEDCO,Abuja,web,0
TXN0011868,19581,13,1,0,0,0,2,1,13.0,1601,KAEDCO,Kano,mobile_app,0
TXN0011869,23838,14,2,1,0,0,2,0,10.8,266,AEDC,Delta,web,0
TXN0011870,7750,21,3,0,0,0,2,0,9.3,805,EEDC,Kaduna,agent,0
TXN0011871,3313,9,1,0,0,0,1,0,5.6,1553,IBEDC,Kaduna,pos,0
TXN0011872,15715,12,3,0,0,0,1,0,12.7,1072,AEDC,Kaduna,mobile_app,0
TXN0011873,23416,10,2,1,0,0,1,0,1.2,828,EKEDC,Abuja,web,0
TXN0011874,7502,8,3,0,0,0,2,0,11.2,1533,EEDC,Enugu,mobile_app,0
TXN0011875,13202,13,3,0,0,0,2,1,0.1,1539,JEDC,Oyo,mobile_app,0
TXN0011876,10011,18,1,0,0,0,1,0,4.7,794,JEDC,Delta,mobile_app,0
TXN0011877,6749,21,1,0,0,0,2,0,10.9,929,KAEDCO,Rivers,web,0
TXN0011878,4598,8,2,0,0,0,1,0,3.7,559,EKEDC,Kano,web,0
TXN0011879,2337,8,2,0,1,0,2,1,14.9,748,BEDC,Oyo,pos,0
TXN0011880,19482,15,2,0,0,0,1,0,2.7,665,BEDC,Edo,mobile_app,0
TXN0011881,201990,1,22,0,1,1,6,4,317.3,33,EKEDC,Imo,agent,1
TXN0011882,14187,15,3,0,0,0,2,1,5.5,1525,KAEDCO,Kaduna,web,0
TXN0011883,13039,15,3,1,1,0,2,1,3.8,1132,JEDC,Lagos,ussd,0
TXN0011884,163676,1,12,1,1,0,9,7,328.3,47,BEDC,Enugu,ussd,1
TXN0011885,2301,18,1,1,0,0,1,0,0.6,1663,YEDC,Borno,mobile_app,0
TXN0011886,4803,14,3,0,0,0,2,0,4.0,1921,KEDCO,Oyo,web,0
TXN0011887,21843,10,1,0,0,0,2,1,12.9,712,JEDC,Oyo,web,0
TXN0011888,4094,17,2,0,1,0,2,0,4.9,393,BEDC,Delta,agent,0
TXN0011889,20782,11,2,0,0,0,2,1,12.1,941,YEDC,Abuja,web,0
TXN0011890,8296,13,2,1,0,0,1,1,10.8,1464,JEDC,Delta,web,0
TXN0011891,23610,10,1,0,0,0,2,0,12.7,519,JEDC,Rivers,web,0
TXN0011892,20627,12,2,0,0,0,1,1,11.1,1251,KEDCO,Kaduna,ussd,0
TXN0011893,21769,10,3,0,0,0,2,0,11.3,109,BEDC,Kaduna,mobile_app,0
TXN0011894,516,12,2,0,0,0,2,1,2.1,761,EKEDC,Rivers,mobile_app,0
TXN0011895,19347,19,1,1,0,0,2,1,9.4,1225,YEDC,Kano,mobile_app,0
TXN0011896,7790,14,2,1,0,0,1,1,7.5,1542,BEDC,Kaduna,web,0
TXN0011897,20211,7,1,1,1,0,2,0,9.5,784,KEDCO,Borno,mobile_app,0
TXN0011898,119438,1,11,1,1,1,8,5,212.9,33,IBEDC,Kano,web,1
TXN0011899,12654,21,1,0,0,0,2,0,3.4,144,YEDC,Oyo,web,0
TXN0011900,11778,16,3,0,0,0,1,0,3.2,407,IKEDC,Imo,mobile_app,0
TXN0011901,6577,19,2,0,0,0,1,1,2.3,124,PHEDC,Delta,web,0
TXN0011902,12870,14,2,0,0,0,1,0,0.9,1612,IKEDC,Abuja,web,0
TXN0011903,5306,10,3,1,0,0,2,0,10.1,539,EEDC,Lagos,ussd,0
TXN0011904,21613,14,2,1,0,0,2,1,14.0,612,BEDC,Borno,mobile_app,0
TXN0011905,11827,11,2,0,0,0,1,1,3.3,1767,IBEDC,Borno,pos,0
TXN0011906,9870,10,2,0,0,0,1,0,4.8,227,BEDC,Oyo,web,0
TXN0011907,2860,16,1,1,0,0,2,1,1.4,563,JEDC,Delta,ussd,0
TXN0011908,11650,12,1,1,0,0,2,0,3.9,1664,KAEDCO,Kaduna,mobile_app,0
TXN0011909,4999,9,2,1,0,0,2,1,6.5,1798,PHEDC,Delta,web,0
TXN0011910,161518,0,8,1,1,1,7,3,78.8,27,KAEDCO,Rivers,ussd,1
TXN0011911,19458,21,1,0,0,0,1,1,13.5,1124,EEDC,Delta,agent,0
TXN0011912,20350,8,1,0,1,0,2,0,4.0,1791,EEDC,Abuja,agent,0
TXN0011913,6965,20,3,1,0,0,1,1,3.8,1348,EKEDC,Kaduna,ussd,0
